student_id,student_name,program_id,branch,year,section_id
SYNSTU0027,Student_SYNSTU0027,P01,IT,1,S_IT_1_A
SYNSTU0028,Student_SYNSTU0028,P01,IT,1,S_IT_1_A
SYNSTU0029,Student_SYNSTU0029,P01,IT,1,S_IT_1_A
SYNSTU0030,Student_SYNSTU0030,P01,IT,1,S_IT_1_A
SYNSTU0031,Student_SYNSTU0031,P01,IT,1,S_IT_1_A
SYNSTU0032,Student_SYNSTU0032,P01,IT,1,S_IT_1_A
SYNSTU0033,Student_SYNSTU0033,P01,IT,1,S_IT_1_A
SYNSTU0034,Student_SYNSTU0034,P01,IT,1,S_IT_1_A
SYNSTU0035,Student_SYNSTU0035,P01,IT,1,S_IT_1_A
SYNSTU0036,Student_SYNSTU0036,P01,IT,1,S_IT_1_A
SYNSTU0037,Student_SYNSTU0037,P01,IT,1,S_IT_1_A
SYNSTU0038,Student_SYNSTU0038,P01,IT,1,S_IT_1_A
SYNSTU0039,Student_SYNSTU0039,P01,IT,1,S_IT_1_A
SYNSTU0040,Student_SYNSTU0040,P01,IT,1,S_IT_1_A
SYNSTU0041,Student_SYNSTU0041,P01,IT,1,S_IT_1_A
SYNSTU0042,Student_SYNSTU0042,P01,IT,1,S_IT_1_A
SYNSTU0043,Student_SYNSTU0043,P01,IT,1,S_IT_1_A
SYNSTU0044,Student_SYNSTU0044,P01,IT,1,S_IT_1_A
SYNSTU0045,Student_SYNSTU0045,P01,IT,1,S_IT_1_A
SYNSTU0046,Student_SYNSTU0046,P01,IT,1,S_IT_1_A
SYNSTU0047,Student_SYNSTU0047,P01,IT,1,S_IT_1_A
SYNSTU0048,Student_SYNSTU0048,P01,IT,1,S_IT_1_A
SYNSTU0049,Student_SYNSTU0049,P01,IT,1,S_IT_1_A
SYNSTU0050,Student_SYNSTU0050,P01,IT,1,S_IT_1_A
SYNSTU0051,Student_SYNSTU0051,P01,IT,1,S_IT_1_A
SYNSTU0052,Student_SYNSTU0052,P01,IT,1,S_IT_1_A
SYNSTU0053,Student_SYNSTU0053,P01,IT,1,S_IT_1_A
SYNSTU0054,Student_SYNSTU0054,P01,IT,1,S_IT_1_A
SYNSTU0055,Student_SYNSTU0055,P01,IT,1,S_IT_1_A
SYNSTU0056,Student_SYNSTU0056,P01,IT,1,S_IT_1_A
SYNSTU0057,Student_SYNSTU0057,P01,IT,1,S_IT_1_A
SYNSTU0058,Student_SYNSTU0058,P01,IT,1,S_IT_1_A
SYNSTU0059,Student_SYNSTU0059,P01,IT,1,S_IT_1_A
SYNSTU0060,Student_SYNSTU0060,P01,IT,1,S_IT_1_A
SYNSTU0061,Student_SYNSTU0061,P01,IT,1,S_IT_1_A
SYNSTU0062,Student_SYNSTU0062,P01,IT,1,S_IT_1_A
SYNSTU0063,Student_SYNSTU0063,P01,IT,1,S_IT_1_A
SYNSTU0064,Student_SYNSTU0064,P01,IT,1,S_IT_1_A
SYNSTU0065,Student_SYNSTU0065,P01,IT,1,S_IT_1_A
SYNSTU0066,Student_SYNSTU0066,P01,IT,1,S_IT_1_A
SYNSTU0067,Student_SYNSTU0067,P01,IT,1,S_IT_1_A
SYNSTU0068,Student_SYNSTU0068,P01,IT,1,S_IT_1_A
SYNSTU0069,Student_SYNSTU0069,P01,IT,1,S_IT_1_A
SYNSTU0070,Student_SYNSTU0070,P01,IT,1,S_IT_1_A
SYNSTU0071,Student_SYNSTU0071,P01,IT,2,S_IT_2_A
SYNSTU0072,Student_SYNSTU0072,P01,IT,2,S_IT_2_A
SYNSTU0073,Student_SYNSTU0073,P01,IT,2,S_IT_2_A
SYNSTU0074,Student_SYNSTU0074,P01,IT,2,S_IT_2_A
SYNSTU0075,Student_SYNSTU0075,P01,IT,2,S_IT_2_A
SYNSTU0076,Student_SYNSTU0076,P01,IT,2,S_IT_2_A
SYNSTU0077,Student_SYNSTU0077,P01,IT,2,S_IT_2_A
SYNSTU0078,Student_SYNSTU0078,P01,IT,2,S_IT_2_A
SYNSTU0079,Student_SYNSTU0079,P01,IT,2,S_IT_2_A
SYNSTU0080,Student_SYNSTU0080,P01,IT,2,S_IT_2_A
SYNSTU0081,Student_SYNSTU0081,P01,IT,2,S_IT_2_A
SYNSTU0082,Student_SYNSTU0082,P01,IT,2,S_IT_2_A
SYNSTU0083,Student_SYNSTU0083,P01,IT,2,S_IT_2_A
SYNSTU0084,Student_SYNSTU0084,P01,IT,2,S_IT_2_A
SYNSTU0085,Student_SYNSTU0085,P01,IT,2,S_IT_2_A
SYNSTU0086,Student_SYNSTU0086,P01,IT,2,S_IT_2_A
SYNSTU0087,Student_SYNSTU0087,P01,IT,2,S_IT_2_A
SYNSTU0088,Student_SYNSTU0088,P01,IT,2,S_IT_2_A
SYNSTU0089,Student_SYNSTU0089,P01,IT,2,S_IT_2_A
SYNSTU0090,Student_SYNSTU0090,P01,IT,2,S_IT_2_A
SYNSTU0091,Student_SYNSTU0091,P01,IT,2,S_IT_2_A
SYNSTU0092,Student_SYNSTU0092,P01,IT,2,S_IT_2_A
SYNSTU0093,Student_SYNSTU0093,P01,IT,2,S_IT_2_A
SYNSTU0094,Student_SYNSTU0094,P01,IT,2,S_IT_2_A
SYNSTU0095,Student_SYNSTU0095,P01,IT,2,S_IT_2_A
SYNSTU0096,Student_SYNSTU0096,P01,IT,2,S_IT_2_A
SYNSTU0097,Student_SYNSTU0097,P01,IT,2,S_IT_2_A
SYNSTU0098,Student_SYNSTU0098,P01,IT,2,S_IT_2_A
SYNSTU0099,Student_SYNSTU0099,P01,IT,2,S_IT_2_A
SYNSTU0100,Student_SYNSTU0100,P01,IT,2,S_IT_2_A
SYNSTU0101,Student_SYNSTU0101,P01,IT,2,S_IT_2_A
SYNSTU0102,Student_SYNSTU0102,P01,IT,2,S_IT_2_A
SYNSTU0103,Student_SYNSTU0103,P01,IT,2,S_IT_2_A
SYNSTU0104,Student_SYNSTU0104,P01,IT,2,S_IT_2_A
SYNSTU0105,Student_SYNSTU0105,P01,IT,2,S_IT_2_A
SYNSTU0106,Student_SYNSTU0106,P01,IT,2,S_IT_2_A
SYNSTU0107,Student_SYNSTU0107,P01,IT,2,S_IT_2_A
SYNSTU0108,Student_SYNSTU0108,P01,IT,2,S_IT_2_A
SYNSTU0109,Student_SYNSTU0109,P01,IT,2,S_IT_2_A
SYNSTU0110,Student_SYNSTU0110,P01,IT,2,S_IT_2_A
SYNSTU0111,Student_SYNSTU0111,P01,IT,2,S_IT_2_A
SYNSTU0112,Student_SYNSTU0112,P01,IT,2,S_IT_2_A
SYNSTU0113,Student_SYNSTU0113,P01,IT,2,S_IT_2_A
SYNSTU0114,Student_SYNSTU0114,P01,IT,2,S_IT_2_A
SYNSTU0115,Student_SYNSTU0115,P01,IT,2,S_IT_2_A
SYNSTU0116,Student_SYNSTU0116,P01,IT,2,S_IT_2_A
SYNSTU0117,Student_SYNSTU0117,P01,IT,2,S_IT_2_A
SYNSTU0118,Student_SYNSTU0118,P01,IT,2,S_IT_2_A
SYNSTU0119,Student_SYNSTU0119,P01,IT,2,S_IT_2_A
SYNSTU0120,Student_SYNSTU0120,P01,IT,2,S_IT_2_A
SYNSTU0121,Student_SYNSTU0121,P01,IT,2,S_IT_2_A
SYNSTU0122,Student_SYNSTU0122,P01,IT,2,S_IT_2_A
SYNSTU0123,Student_SYNSTU0123,P01,IT,2,S_IT_2_A
SYNSTU0124,Student_SYNSTU0124,P01,IT,2,S_IT_2_A
SYNSTU0125,Student_SYNSTU0125,P01,IT,2,S_IT_2_A
SYNSTU0126,Student_SYNSTU0126,P01,IT,2,S_IT_2_A
SYNSTU0127,Student_SYNSTU0127,P01,IT,2,S_IT_2_A
SYNSTU0128,Student_SYNSTU0128,P01,IT,2,S_IT_2_A
SYNSTU0129,Student_SYNSTU0129,P01,IT,2,S_IT_2_A
SYNSTU0130,Student_SYNSTU0130,P01,IT,2,S_IT_2_A
SYNSTU0131,Student_SYNSTU0131,P01,IT,2,S_IT_2_A
SYNSTU0132,Student_SYNSTU0132,P01,IT,2,S_IT_2_A
SYNSTU0133,Student_SYNSTU0133,P01,IT,2,S_IT_2_A
SYNSTU0134,Student_SYNSTU0134,P01,IT,2,S_IT_2_A
SYNSTU0135,Student_SYNSTU0135,P01,IT,2,S_IT_2_A
SYNSTU0136,Student_SYNSTU0136,P02,MECH,1,S_MECH_1_A
SYNSTU0137,Student_SYNSTU0137,P02,MECH,1,S_MECH_1_A
SYNSTU0138,Student_SYNSTU0138,P02,MECH,1,S_MECH_1_A
SYNSTU0139,Student_SYNSTU0139,P02,MECH,1,S_MECH_1_A
SYNSTU0140,Student_SYNSTU0140,P02,MECH,1,S_MECH_1_A
SYNSTU0141,Student_SYNSTU0141,P02,MECH,1,S_MECH_1_A
SYNSTU0142,Student_SYNSTU0142,P02,MECH,1,S_MECH_1_A
SYNSTU0143,Student_SYNSTU0143,P02,MECH,1,S_MECH_1_A
SYNSTU0144,Student_SYNSTU0144,P02,MECH,1,S_MECH_1_A
SYNSTU0145,Student_SYNSTU0145,P02,MECH,1,S_MECH_1_A
SYNSTU0146,Student_SYNSTU0146,P02,MECH,1,S_MECH_1_A
SYNSTU0147,Student_SYNSTU0147,P02,MECH,1,S_MECH_1_A
SYNSTU0148,Student_SYNSTU0148,P02,MECH,1,S_MECH_1_A
SYNSTU0149,Student_SYNSTU0149,P02,MECH,1,S_MECH_1_A
SYNSTU0150,Student_SYNSTU0150,P02,MECH,1,S_MECH_1_A
SYNSTU0151,Student_SYNSTU0151,P02,MECH,1,S_MECH_1_A
SYNSTU0152,Student_SYNSTU0152,P02,MECH,1,S_MECH_1_A
SYNSTU0153,Student_SYNSTU0153,P02,MECH,1,S_MECH_1_A
SYNSTU0154,Student_SYNSTU0154,P02,MECH,1,S_MECH_1_A
SYNSTU0155,Student_SYNSTU0155,P02,MECH,1,S_MECH_1_A
SYNSTU0156,Student_SYNSTU0156,P02,MECH,1,S_MECH_1_A
SYNSTU0157,Student_SYNSTU0157,P02,MECH,1,S_MECH_1_A
SYNSTU0158,Student_SYNSTU0158,P02,MECH,1,S_MECH_1_A
SYNSTU0159,Student_SYNSTU0159,P02,MECH,1,S_MECH_1_A
SYNSTU0160,Student_SYNSTU0160,P02,MECH,1,S_MECH_1_A
SYNSTU0161,Student_SYNSTU0161,P02,MECH,1,S_MECH_1_A
SYNSTU0162,Student_SYNSTU0162,P02,MECH,1,S_MECH_1_A
SYNSTU0163,Student_SYNSTU0163,P02,MECH,1,S_MECH_1_A
SYNSTU0164,Student_SYNSTU0164,P02,MECH,1,S_MECH_1_A
SYNSTU0165,Student_SYNSTU0165,P02,MECH,1,S_MECH_1_A
SYNSTU0166,Student_SYNSTU0166,P02,MECH,1,S_MECH_1_A
SYNSTU0167,Student_SYNSTU0167,P02,MECH,1,S_MECH_1_A
SYNSTU0168,Student_SYNSTU0168,P02,MECH,1,S_MECH_1_A
SYNSTU0169,Student_SYNSTU0169,P02,MECH,1,S_MECH_1_A
SYNSTU0170,Student_SYNSTU0170,P02,MECH,1,S_MECH_1_A
SYNSTU0171,Student_SYNSTU0171,P02,MECH,1,S_MECH_1_A
SYNSTU0172,Student_SYNSTU0172,P02,MECH,1,S_MECH_1_A
SYNSTU0173,Student_SYNSTU0173,P02,MECH,1,S_MECH_1_A
SYNSTU0174,Student_SYNSTU0174,P02,MECH,1,S_MECH_1_A
SYNSTU0175,Student_SYNSTU0175,P02,MECH,1,S_MECH_1_A
SYNSTU0176,Student_SYNSTU0176,P02,MECH,1,S_MECH_1_A
SYNSTU0177,Student_SYNSTU0177,P02,MECH,1,S_MECH_1_A
SYNSTU0178,Student_SYNSTU0178,P02,MECH,1,S_MECH_1_A
SYNSTU0179,Student_SYNSTU0179,P02,MECH,1,S_MECH_1_A
SYNSTU0180,Student_SYNSTU0180,P02,MECH,1,S_MECH_1_A
SYNSTU0181,Student_SYNSTU0181,P02,MECH,1,S_MECH_1_A
SYNSTU0182,Student_SYNSTU0182,P02,MECH,1,S_MECH_1_A
SYNSTU0183,Student_SYNSTU0183,P02,MECH,1,S_MECH_1_A
SYNSTU0184,Student_SYNSTU0184,P02,MECH,1,S_MECH_1_A
SYNSTU0185,Student_SYNSTU0185,P02,MECH,1,S_MECH_1_A
SYNSTU0186,Student_SYNSTU0186,P02,MECH,1,S_MECH_1_A
SYNSTU0187,Student_SYNSTU0187,P02,MECH,1,S_MECH_1_A
SYNSTU0188,Student_SYNSTU0188,P02,MECH,1,S_MECH_1_A
SYNSTU0189,Student_SYNSTU0189,P02,MECH,1,S_MECH_1_A
SYNSTU0190,Student_SYNSTU0190,P02,MECH,2,S_MECH_2_A
SYNSTU0191,Student_SYNSTU0191,P02,MECH,2,S_MECH_2_A
SYNSTU0192,Student_SYNSTU0192,P02,MECH,2,S_MECH_2_A
SYNSTU0193,Student_SYNSTU0193,P02,MECH,2,S_MECH_2_A
SYNSTU0194,Student_SYNSTU0194,P02,MECH,2,S_MECH_2_A
SYNSTU0195,Student_SYNSTU0195,P02,MECH,2,S_MECH_2_A
SYNSTU0196,Student_SYNSTU0196,P02,MECH,2,S_MECH_2_A
SYNSTU0197,Student_SYNSTU0197,P02,MECH,2,S_MECH_2_A
SYNSTU0198,Student_SYNSTU0198,P02,MECH,2,S_MECH_2_A
SYNSTU0199,Student_SYNSTU0199,P02,MECH,2,S_MECH_2_A
SYNSTU0200,Student_SYNSTU0200,P02,MECH,2,S_MECH_2_A
SYNSTU0201,Student_SYNSTU0201,P02,MECH,2,S_MECH_2_A
SYNSTU0202,Student_SYNSTU0202,P02,MECH,2,S_MECH_2_A
SYNSTU0203,Student_SYNSTU0203,P02,MECH,2,S_MECH_2_A
SYNSTU0204,Student_SYNSTU0204,P02,MECH,2,S_MECH_2_A
SYNSTU0205,Student_SYNSTU0205,P02,MECH,2,S_MECH_2_A
SYNSTU0206,Student_SYNSTU0206,P02,MECH,2,S_MECH_2_A
SYNSTU0207,Student_SYNSTU0207,P02,MECH,2,S_MECH_2_A
SYNSTU0208,Student_SYNSTU0208,P02,MECH,2,S_MECH_2_A
SYNSTU0209,Student_SYNSTU0209,P02,MECH,2,S_MECH_2_A
SYNSTU0210,Student_SYNSTU0210,P02,MECH,2,S_MECH_2_A
SYNSTU0211,Student_SYNSTU0211,P02,MECH,2,S_MECH_2_A
SYNSTU0212,Student_SYNSTU0212,P02,MECH,2,S_MECH_2_A
SYNSTU0213,Student_SYNSTU0213,P02,MECH,2,S_MECH_2_A
SYNSTU0214,Student_SYNSTU0214,P02,MECH,2,S_MECH_2_A
SYNSTU0215,Student_SYNSTU0215,P02,MECH,2,S_MECH_2_A
SYNSTU0216,Student_SYNSTU0216,P02,MECH,2,S_MECH_2_A
SYNSTU0217,Student_SYNSTU0217,P02,MECH,2,S_MECH_2_A
SYNSTU0218,Student_SYNSTU0218,P02,MECH,2,S_MECH_2_A
SYNSTU0219,Student_SYNSTU0219,P02,MECH,2,S_MECH_2_A
SYNSTU0220,Student_SYNSTU0220,P02,MECH,2,S_MECH_2_A
SYNSTU0221,Student_SYNSTU0221,P02,MECH,2,S_MECH_2_A
SYNSTU0222,Student_SYNSTU0222,P02,MECH,2,S_MECH_2_A
SYNSTU0223,Student_SYNSTU0223,P02,MECH,2,S_MECH_2_A
SYNSTU0224,Student_SYNSTU0224,P02,MECH,2,S_MECH_2_A
SYNSTU0225,Student_SYNSTU0225,P02,MECH,2,S_MECH_2_A
SYNSTU0226,Student_SYNSTU0226,P02,MECH,2,S_MECH_2_A
SYNSTU0227,Student_SYNSTU0227,P02,MECH,2,S_MECH_2_A
SYNSTU0228,Student_SYNSTU0228,P02,MECH,2,S_MECH_2_A
SYNSTU0229,Student_SYNSTU0229,P02,MECH,2,S_MECH_2_A
SYNSTU0230,Student_SYNSTU0230,P02,MECH,2,S_MECH_2_A
SYNSTU0231,Student_SYNSTU0231,P02,MECH,2,S_MECH_2_A
SYNSTU0232,Student_SYNSTU0232,P02,MECH,2,S_MECH_2_A
SYNSTU0233,Student_SYNSTU0233,P02,MECH,2,S_MECH_2_A
SYNSTU0234,Student_SYNSTU0234,P02,MECH,2,S_MECH_2_A
SYNSTU0235,Student_SYNSTU0235,P02,MECH,2,S_MECH_2_A
SYNSTU0236,Student_SYNSTU0236,P02,MECH,2,S_MECH_2_A
SYNSTU0237,Student_SYNSTU0237,P02,MECH,2,S_MECH_2_A
SYNSTU0238,Student_SYNSTU0238,P02,MECH,2,S_MECH_2_A
SYNSTU0239,Student_SYNSTU0239,P02,MECH,2,S_MECH_2_A
SYNSTU0240,Student_SYNSTU0240,P02,MECH,2,S_MECH_2_A
SYNSTU0241,Student_SYNSTU0241,P02,MECH,2,S_MECH_2_A
SYNSTU0242,Student_SYNSTU0242,P02,MECH,2,S_MECH_2_A
SYNSTU0243,Student_SYNSTU0243,P02,MECH,2,S_MECH_2_A
SYNSTU0244,Student_SYNSTU0244,P02,MECH,2,S_MECH_2_A
SYNSTU0245,Student_SYNSTU0245,P02,MECH,2,S_MECH_2_A
SYNSTU0246,Student_SYNSTU0246,P02,MECH,2,S_MECH_2_A
SYNSTU0247,Student_SYNSTU0247,P02,MECH,2,S_MECH_2_A
SYNSTU0248,Student_SYNSTU0248,P02,MECH,2,S_MECH_2_A
SYNSTU0249,Student_SYNSTU0249,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0250,Student_SYNSTU0250,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0251,Student_SYNSTU0251,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0252,Student_SYNSTU0252,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0253,Student_SYNSTU0253,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0254,Student_SYNSTU0254,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0255,Student_SYNSTU0255,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0256,Student_SYNSTU0256,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0257,Student_SYNSTU0257,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0258,Student_SYNSTU0258,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0259,Student_SYNSTU0259,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0260,Student_SYNSTU0260,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0261,Student_SYNSTU0261,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0262,Student_SYNSTU0262,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0263,Student_SYNSTU0263,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0264,Student_SYNSTU0264,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0265,Student_SYNSTU0265,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0266,Student_SYNSTU0266,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0267,Student_SYNSTU0267,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0268,Student_SYNSTU0268,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0269,Student_SYNSTU0269,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0270,Student_SYNSTU0270,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0271,Student_SYNSTU0271,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0272,Student_SYNSTU0272,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0273,Student_SYNSTU0273,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0274,Student_SYNSTU0274,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0275,Student_SYNSTU0275,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0276,Student_SYNSTU0276,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0277,Student_SYNSTU0277,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0278,Student_SYNSTU0278,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0279,Student_SYNSTU0279,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0280,Student_SYNSTU0280,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0281,Student_SYNSTU0281,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0282,Student_SYNSTU0282,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0283,Student_SYNSTU0283,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0284,Student_SYNSTU0284,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0285,Student_SYNSTU0285,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0286,Student_SYNSTU0286,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0287,Student_SYNSTU0287,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0288,Student_SYNSTU0288,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0289,Student_SYNSTU0289,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0290,Student_SYNSTU0290,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0291,Student_SYNSTU0291,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0292,Student_SYNSTU0292,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0293,Student_SYNSTU0293,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0294,Student_SYNSTU0294,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0295,Student_SYNSTU0295,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0296,Student_SYNSTU0296,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0297,Student_SYNSTU0297,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0298,Student_SYNSTU0298,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0299,Student_SYNSTU0299,P03,CIVIL,1,S_CIVIL_1_A
SYNSTU0300,Student_SYNSTU0300,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0301,Student_SYNSTU0301,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0302,Student_SYNSTU0302,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0303,Student_SYNSTU0303,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0304,Student_SYNSTU0304,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0305,Student_SYNSTU0305,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0306,Student_SYNSTU0306,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0307,Student_SYNSTU0307,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0308,Student_SYNSTU0308,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0309,Student_SYNSTU0309,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0310,Student_SYNSTU0310,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0311,Student_SYNSTU0311,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0312,Student_SYNSTU0312,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0313,Student_SYNSTU0313,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0314,Student_SYNSTU0314,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0315,Student_SYNSTU0315,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0316,Student_SYNSTU0316,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0317,Student_SYNSTU0317,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0318,Student_SYNSTU0318,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0319,Student_SYNSTU0319,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0320,Student_SYNSTU0320,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0321,Student_SYNSTU0321,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0322,Student_SYNSTU0322,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0323,Student_SYNSTU0323,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0324,Student_SYNSTU0324,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0325,Student_SYNSTU0325,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0326,Student_SYNSTU0326,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0327,Student_SYNSTU0327,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0328,Student_SYNSTU0328,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0329,Student_SYNSTU0329,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0330,Student_SYNSTU0330,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0331,Student_SYNSTU0331,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0332,Student_SYNSTU0332,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0333,Student_SYNSTU0333,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0334,Student_SYNSTU0334,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0335,Student_SYNSTU0335,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0336,Student_SYNSTU0336,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0337,Student_SYNSTU0337,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0338,Student_SYNSTU0338,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0339,Student_SYNSTU0339,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0340,Student_SYNSTU0340,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0341,Student_SYNSTU0341,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0342,Student_SYNSTU0342,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0343,Student_SYNSTU0343,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0344,Student_SYNSTU0344,P03,CIVIL,2,S_CIVIL_2_A
SYNSTU0345,Student_SYNSTU0345,P03,CIVIL,2,S_CIVIL_2_A
